# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'task-clock:ppp'
# Event count (approx.): 82543543461
#
# Overhead  Symbol                                            IPC   [IPC Coverage]
# ........  ................................................  ....................
#
     0.00%  [.] PgCurrentRowSecurityRef                       -      -            
     0.00%  [.] PgCurrentTcpKeepalivesCountRef                -      -            
     0.00%  [.] PgCurrentTcpKeepalivesIdleRef                 -      -            
     0.00%  [.] PgRuntimeSaveCurrentWork                      -      -            
     0.00%  [.] TimestampDifferenceExceeds                    -      -            
     0.00%  [k] __alloc_pages_noprof                          -      -            
     0.00%  [k] __put_user_8                                  -      -            
     0.00%  [k] __qdisc_run                                   -      -            
     0.00%  [.] __sigsetjmp@plt                               -      -            
     0.00%  [.] acquire_sample_rows                           -      -            
     0.00%  [k] bpf_lsm_socket_recvmsg                        -      -            
     0.00%  [k] change_protection                             -      -            
     0.00%  [k] check_stack_object                            -      -            
     0.00%  [k] down_write_killable                           -      -            
     0.00%  [k] fq_codel_dequeue                              -      -            
     0.00%  [.] getTypeIOParam                                -      -            
     0.00%  [.] heapam_slot_callbacks                         -      -            
     0.00%  [k] hrtimer_start_range_ns                        -      -            
     0.00%  [k] ip_local_out                                  -      -            
     0.00%  [k] mod_timer                                     -      -            
     0.00%  [.] object_aclcheck                               -      -            
     0.00%  [.] pq_sendcountedtext                            -      -            
     0.00%  [.] printtup_destroy                              -      -            
     0.00%  [k] sched_balance_domains                         -      -            
     0.00%  [k] skb_release_data                              -      -            
     0.00%  [.] std_fetch_func                                -      -            
     0.00%  [.] strncpy@plt                                   -      -            
     0.00%  [.] 0x00000000000032a5                            -      -            
     0.00%  [.] 0x000000000008f3c8                            -      -            
     0.00%  [.] 0x000000000009746f                            -      -            
     0.00%  [.] 0x00000000000a01c6                            -      -            
     0.00%  [.] 0x00000000000a02e0                            -      -            
     0.00%  [.] 0x00000000000a0392                            -      -            
     0.00%  [.] 0x00000000000a101f                            -      -            
     0.00%  [.] 0x00000000000a1043                            -      -            
     0.00%  [.] 0x00000000000a1284                            -      -            
     0.00%  [.] 0x00000000000a16a4                            -      -            
     0.00%  [.] 0x00000000000a1a02                            -      -            
     0.00%  [.] 0x00000000000a1d30                            -      -            
     0.00%  [.] 0x0000000000172229                            -      -            
     0.00%  [.] 0x0000000000172805                            -      -            
     0.00%  [.] 0x000000000017280a                            -      -            
     0.00%  [.] 0x0000000000172810                            -      -            
     0.00%  [.] 0x000000000017283a                            -      -            
     0.00%  [.] 0x0000000000172867                            -      -            
     0.00%  [.] 0x0000000000172887                            -      -            
     0.00%  [.] 0x000000000017589a                            -      -            
     0.00%  [.] 0x0000000000176986                            -      -            
     0.00%  [.] 0x000000000017698d                            -      -            
     0.00%  [.] 0x00000000001769ae                            -      -            
     0.00%  [.] 0x00000000001769c3                            -      -            
     0.00%  [.] 0x0000000000176fed                            -      -            
     0.00%  [.] CheckForSerializableConflictOutNeeded         -      -            
     0.00%  [.] InitializeQueryCompletion                     -      -            
     0.00%  [.] PgBackendLogicalTimeoutNextWake               -      -            
     0.00%  [.] PgConnectionProbeBufferedMessageType          -      -            
     0.00%  [.] PgCurrentCheckFunctionBodiesRef               -      -            
     0.00%  [.] PgCurrentCommitSiblingsRef                    -      -            
     0.00%  [.] PgCurrentDefaultTablespaceRef                 -      -            
     0.00%  [.] PgCurrentEnableHashaggRef                     -      -            
     0.00%  [.] PgCurrentEnableNestloopRef                    -      -            
     0.00%  [.] PgCurrentEnableSortRef                        -      -            
     0.00%  [.] PgCurrentEnableTidscanRef                     -      -            
     0.00%  [.] PgCurrentFileCopyMethodRef                    -      -            
     0.00%  [.] PgCurrentGinFuzzySearchLimitRef               -      -            
     0.00%  [.] PgCurrentHbaFileNameRef                       -      -            
     0.00%  [.] PgCurrentIOCombineLimitGUCRef                 -      -            
     0.00%  [.] PgCurrentIsUnderPostmasterRef                 -      -            
     0.00%  [.] PgCurrentLogParserStatsRef                    -      -            
     0.00%  [.] PgCurrentMaintenanceIOConcurrencyRef          -      -            
     0.00%  [.] PgCurrentMinParallelIndexScanSizeRef          -      -            
     0.00%  [.] PgCurrentVacuumCostLimitRef                   -      -            
     0.00%  [.] PgCurrentWalRecycleRef                        -      -            
     0.00%  [.] PgRuntimeFlushCurrentHotMirrors               -      -            
     0.00%  [.] PortalDefineQuery                             -      -            
     0.00%  [.] PredicateLockTID                              -      -            
     0.00%  [.] ReleaseSysCache                               -      -            
     0.00%  [k] __futex_queue                                 -      -            
     0.00%  [k] __futex_unqueue                               -      -            
     0.00%  [k] __handle_mm_fault                             -      -            
     0.00%  [k] __lruvec_stat_mod_folio                       -      -            
     0.00%  [k] __memset                                      -      -            
     0.00%  [k] __mod_memcg_lruvec_state                      -      -            
     0.00%  [.] __mprotect                                    -      -            
     0.00%  [.] __xtc_drain_due_timers                        -      -            
     0.00%  [.] __xtc_exec_nudge_idle_peer                    -      -            
     0.00%  [.] __xtc_inbox_drain                             -      -            
     0.00%  [.] _bt_parallel_done                             -      -            
     0.00%  [.] chareqfast                                    -      -            
     0.00%  [.] compare_rows                                  -      -            
     0.00%  [.] detoast_attr                                  -      -            
     0.00%  [k] ep_start_scan                                 -      -            
     0.00%  [k] finish_wait                                   -      -            
     0.00%  [.] index_close                                   -      -            
     0.00%  [k] inet_send_prepare                             -      -            
     0.00%  [k] io_cqring_wait                                -      -            
     0.00%  [.] io_uring_wait_cqe_timeout                     -      -            
     0.00%  [k] ipe_file_mprotect                             -      -            
     0.00%  [k] is_vmalloc_addr                               -      -            
     0.00%  [k] kick_process                                  -      -            
     0.00%  [.] list_delete_cell                              -      -            
     0.00%  [k] ns_to_timespec64                              -      -            
     0.00%  [.] pairingheap_first                             -      -            
     0.00%  [.] pgstat_tracks_backend_bktype                  -      -            
     0.00%  [k] rb_first                                      -      -            
     0.00%  [k] rb_insert_color                               -      -            
     0.00%  [k] schedule_hrtimeout_range_clock                -      -            
     0.00%  [k] simple_copy_to_iter                           -      -            
     0.00%  [.] string_compare                                -      -            
     0.00%  [k] tcp_ack                                       -      -            
     0.00%  [k] tcp_send_mss                                  -      -            
     0.00%  [k] tcp_wmem_schedule                             -      -            
     0.00%  [k] up_read                                       -      -            
     0.00%  [k] wake_q_add_safe                               -      -            
     0.00%  [.] 0x0000000000003155                            -      -            
     0.00%  [.] 0x000000000008f37d                            -      -            
     0.00%  [.] 0x0000000000097463                            -      -            
     0.00%  [.] 0x000000000009eaf4                            -      -            
     0.00%  [.] 0x000000000009eafb                            -      -            
     0.00%  [.] 0x000000000009eb23                            -      -            
     0.00%  [.] 0x000000000009eda7                            -      -            
     0.00%  [.] 0x000000000009ee00                            -      -            
     0.00%  [.] 0x00000000000a01a0                            -      -            
     0.00%  [.] 0x00000000000a01aa                            -      -            
     0.00%  [.] 0x00000000000a01ee                            -      -            
     0.00%  [.] 0x00000000000a0241                            -      -            
     0.00%  [.] 0x00000000000a0398                            -      -            
     0.00%  [.] 0x00000000000a03b3                            -      -            
     0.00%  [.] 0x00000000000a04ec                            -      -            
     0.00%  [.] 0x00000000000a0fe9                            -      -            
     0.00%  [.] 0x00000000000a1214                            -      -            
     0.00%  [.] 0x00000000000a1233                            -      -            
     0.00%  [.] 0x00000000000a1456                            -      -            
     0.00%  [.] 0x00000000000a1460                            -      -            
     0.00%  [.] 0x00000000000a15f2                            -      -            
     0.00%  [.] 0x00000000000a1624                            -      -            
     0.00%  [.] 0x0000000000172214                            -      -            
     0.00%  [.] 0x000000000017284b                            -      -            
     0.00%  [.] 0x0000000000172850                            -      -            
     0.00%  [.] 0x0000000000175842                            -      -            
     0.00%  [.] 0x0000000000175848                            -      -            
     0.00%  [.] 0x000000000017584d                            -      -            
     0.00%  [.] 0x0000000000175858                            -      -            
     0.00%  [.] 0x000000000017588e                            -      -            
     0.00%  [.] 0x0000000000175963                            -      -            
     0.00%  [.] 0x00000000001769b8                            -      -            
     0.00%  [.] 0x0000000000176d42                            -      -            
     0.00%  [.] 0x0000000000176d49                            -      -            
     0.00%  [k] 0x00007fffc0061970                            -      -            
     0.00%  [k] 0x00007fffc00635fb                            -      -            
     0.00%  [.] AtEOXact_SMgr                                 -      -            
     0.00%  [.] BgBufferSync                                  -      -            
     0.00%  [.] ExecInitResultSlot                            -      -            
     0.00%  [.] ExecInitScanTupleSlot                         -      -            
     0.00%  [.] ExecProcNodeFirst                             -      -            
     0.00%  [.] GetTopTransactionIdIfAny                      -      -            
     0.00%  [.] PgCurrentByteaOutputRef                       -      -            
     0.00%  [.] PgCurrentConfigFileNameRef                    -      -            
     0.00%  [.] PgCurrentDebugPrintParseRef                   -      -            
     0.00%  [.] PgCurrentEnableGeqoRef                        -      -            
     0.00%  [.] PgCurrentExtraFloatDigitsRef                  -      -            
     0.00%  [.] PgCurrentGeqoSeedRef                          -      -            
     0.00%  [.] PgCurrentHostsFileNameRef                     -      -            
     0.00%  [.] PgCurrentIdentFileNameRef                     -      -            
     0.00%  [.] PgCurrentIgnoreChecksumFailureRef             -      -            
     0.00%  [.] PgCurrentJitDumpBitcodeRef                    -      -            
     0.00%  [.] PgCurrentLoCompatPrivilegesRef                -      -            
     0.00%  [.] PgCurrentLogMinDurationStatementRef           -      -            
     0.00%  [.] PgCurrentLogReplicationCommandsRef            -      -            
     0.00%  [.] PgCurrentLogStatementRef                      -      -            
     0.00%  [.] PgCurrentLogTempFilesRef                      -      -            
     0.00%  [.] PgCurrentLogicalDecodingWorkMemRef            -      -            
     0.00%  [.] PgCurrentPasswordEncryptionRef                -      -            
     0.00%  [.] PgCurrentSessionAuthorizationStringRef        -      -            
     0.00%  [.] PgCurrentSslRenegotiationLimitRef             -      -            
     0.00%  [.] PgCurrentStandardConformingStringsRef         -      -            
     0.00%  [.] PgCurrentSynchronizeSeqscansRef               -      -            
     0.00%  [.] PgCurrentTcpUserTimeoutRef                    -      -            
     0.00%  [.] PgCurrentTrackWalIoTimingRef                  -      -            
     0.00%  [.] PgCurrentVacuumCostDelayRef                   -      -            
     0.00%  [.] PgCurrentWalInitZeroRef                       -      -            
     0.00%  [.] PgCurrentWalSkipThresholdRef                  -      -            
     0.00%  [.] PgCurrentXactIsoLevelRef                      -      -            
     0.00%  [.] PgCurrentXmlBinaryRef                         -      -            
     0.00%  [.] ScanKeyEntryInitialize                        -      -            
     0.00%  [.] SetRemoteDestReceiverParams                   -      -            
     0.00%  [.] TransactionStartedDuringRecovery              -      -            
     0.00%  [.] UnlockBuffer                                  -      -            
     0.00%  [.] __default_free                                -      -            
     0.00%  [k] __mem_cgroup_charge                           -      -            
     0.00%  [.] __os_mutex_lock                               -      -            
     0.00%  [k] __slab_free                                   -      -            
     0.00%  [k] __x64_sys_clock_nanosleep                     -      -            
     0.00%  [k] _raw_spin_rq_lock_irqsave                     -      -            
     0.00%  [k] alloc_pages_mpol_noprof                       -      -            
     0.00%  [k] apparmor_ip_postroute                         -      -            
     0.00%  [k] apparmor_socket_sendmsg                       -      -            
     0.00%  [.] command_tag_display_rowcount                  -      -            
     0.00%  [k] commit_merge                                  -      -            
     0.00%  [k] do_anonymous_page                             -      -            
     0.00%  [k] down_read_trylock                             -      -            
     0.00%  [k] ena_com_close_bounce_buffer                   -      -            
     0.00%  [k] futex_get_value_locked                        -      -            
     0.00%  [k] futex_setup_timer                             -      -            
     0.00%  [.] getBaseTypeAndTypmod                          -      -            
     0.00%  [k] get_page_from_freelist                        -      -            
     0.00%  [k] get_vma_policy                                -      -            
     0.00%  [.] heapam_index_fetch_begin                      -      -            
     0.00%  [k] io_fill_cqe_aux                               -      -            
     0.00%  [k] ip_queue_xmit                                 -      -            
     0.00%  [k] mas_wr_store_entry                            -      -            
     0.00%  [k] mas_wr_store_type                             -      -            
     0.00%  [k] may_expand_vm                                 -      -            
     0.00%  [k] native_set_pte                                -      -            
     0.00%  [k] net_rx_action                                 -      -            
     0.00%  [.] pairingheap_remove                            -      -            
     0.00%  [.] pg_class_aclmask                              -      -            
     0.00%  [.] pg_ltoa                                       -      -            
     0.00%  [.] pg_prng_double                                -      -            
     0.00%  [.] pq_getmsgbyte                                 -      -            
     0.00%  [.] qsort_interruptible                           -      -            
     0.00%  [k] sched_balance_rq                              -      -            
     0.00%  [k] sized_strscpy                                 -      -            
     0.00%  [k] sk_reset_timer                                -      -            
     0.00%  [k] skb_copy_datagram_iter                        -      -            
     0.00%  [k] slab_update_freelist.isra.0                   -      -            
     0.00%  [.] strlen@plt                                    -      -            
     0.00%  [k] tcp_cleanup_rbuf                              -      -            
     0.00%  [k] tcp_wfree                                     -      -            
     0.00%  [k] tomoyo_socket_sendmsg                         -      -            
     0.00%  [k] vm_get_page_prot                              -      -            
     0.00%  [.] xtc_sim_fault_point@plt                       -      -            
     0.00%  [.] xtc_yield@plt                                 -      -            
     0.00%  [.] 0x00000000000030c0                            -      -            
     0.00%  [.] 0x0000000000003100                            -      -            
     0.00%  [.] 0x000000000000325c                            -      -            
     0.00%  [.] 0x0000000000003370                            -      -            
     0.00%  [.] 0x00000000000033b4                            -      -            
     0.00%  [.] 0x0000000000003416                            -      -            
     0.00%  [.] 0x000000000008f340                            -      -            
     0.00%  [.] 0x000000000008f34d                            -      -            
     0.00%  [.] 0x000000000008f360                            -      -            
     0.00%  [.] 0x000000000008f390                            -      -            
     0.00%  [.] 0x000000000008f3c0                            -      -            
     0.00%  [.] 0x0000000000097460                            -      -            
     0.00%  [.] 0x000000000009746b                            -      -            
     0.00%  [.] 0x0000000000097482                            -      -            
     0.00%  [.] 0x000000000009a700                            -      -            
     0.00%  [.] 0x000000000009a702                            -      -            
     0.00%  [.] 0x000000000009eb17                            -      -            
     0.00%  [.] 0x000000000009eb48                            -      -            
     0.00%  [.] 0x000000000009ed9f                            -      -            
     0.00%  [.] 0x000000000009edac                            -      -            
     0.00%  [.] 0x000000000009edb8                            -      -            
     0.00%  [.] 0x000000000009edf2                            -      -            
     0.00%  [.] 0x000000000009ee08                            -      -            
     0.00%  [.] 0x000000000009ee60                            -      -            
     0.00%  [.] 0x000000000009ee76                            -      -            
     0.00%  [.] 0x000000000009fd20                            -      -            
     0.00%  [.] 0x000000000009fd37                            -      -            
     0.00%  [.] 0x000000000009fece                            -      -            
     0.00%  [.] 0x000000000009ff13                            -      -            
     0.00%  [.] 0x00000000000a008e                            -      -            
     0.00%  [.] 0x00000000000a01f4                            -      -            
     0.00%  [.] 0x00000000000a0224                            -      -            
     0.00%  [.] 0x00000000000a0227                            -      -            
     0.00%  [.] 0x00000000000a0244                            -      -            
     0.00%  [.] 0x00000000000a02e7                            -      -            
     0.00%  [.] 0x00000000000a02f7                            -      -            
     0.00%  [.] 0x00000000000a03a4                            -      -            
     0.00%  [.] 0x00000000000a03b1                            -      -            
     0.00%  [.] 0x00000000000a06a6                            -      -            
     0.00%  [.] 0x00000000000a0a0f                            -      -            
     0.00%  [.] 0x00000000000a0fef                            -      -            
     0.00%  [.] 0x00000000000a0ff8                            -      -            
     0.00%  [.] 0x00000000000a1001                            -      -            
     0.00%  [.] 0x00000000000a11dd                            -      -            
     0.00%  [.] 0x00000000000a11e2                            -      -            
     0.00%  [.] 0x00000000000a1203                            -      -            
     0.00%  [.] 0x00000000000a121e                            -      -            
     0.00%  [.] 0x00000000000a1296                            -      -            
     0.00%  [.] 0x00000000000a12b3                            -      -            
     0.00%  [.] 0x00000000000a1341                            -      -            
     0.00%  [.] 0x00000000000a134a                            -      -            
     0.00%  [.] 0x00000000000a135a                            -      -            
     0.00%  [.] 0x00000000000a15af                            -      -            
     0.00%  [.] 0x00000000000a15b9                            -      -            
     0.00%  [.] 0x00000000000a15f1                            -      -            
     0.00%  [.] 0x00000000000a1667                            -      -            
     0.00%  [.] 0x00000000000a16d3                            -      -            
     0.00%  [.] 0x00000000000a1760                            -      -            
     0.00%  [.] 0x00000000000a1773                            -      -            
     0.00%  [.] 0x00000000000a1890                            -      -            
     0.00%  [.] 0x00000000000a1a24                            -      -            
     0.00%  [.] 0x00000000000a1b50                            -      -            
     0.00%  [.] 0x0000000000172206                            -      -            
     0.00%  [.] 0x000000000017221a                            -      -            
     0.00%  [.] 0x00000000001727ef                            -      -            
     0.00%  [.] 0x0000000000172819                            -      -            
     0.00%  [.] 0x000000000017282a                            -      -            
     0.00%  [.] 0x0000000000175892                            -      -            
     0.00%  [.] 0x000000000017594c                            -      -            
     0.00%  [.] 0x0000000000176998                            -      -            
     0.00%  [.] 0x0000000000176d5a                            -      -            
     0.00%  [.] 0x0000000000176fc9                            -      -            
     0.00%  [.] 0x0000000000176fe1                            -      -            
     0.00%  [.] 0x000000000017732e                            -      -            
     0.00%  [.] BackgroundWriterMain                          -      -            
     0.00%  [.] CreateExprContext                             -      -            
     0.00%  [.] ExecDoInitialPruning                          -      -            
     0.00%  [.] MarkPortalActive                              -      -            
     0.00%  [.] OpernameGetOprid                              -      -            
     0.00%  [.] PgCurrentArrayNullsRef                        -      -            
     0.00%  [.] PgCurrentCurrentRoleIsSuperuserRef            -      -            
     0.00%  [.] PgCurrentDefaultWithOidsRef                   -      -            
     0.00%  [.] PgCurrentEventTriggersRef                     -      -            
     0.00%  [.] PgCurrentExternalPidFileRef                   -      -            
     0.00%  [.] PgCurrentGeqoPoolSizeRef                      -      -            
     0.00%  [.] PgCurrentJitEnabledRef                        -      -            
     0.00%  [.] PgCurrentJitProfilingSupportRef               -      -            
     0.00%  [.] PgCurrentLocaleNumericRef                     -      -            
     0.00%  [.] PgCurrentLogPlannerStatsRef                   -      -            
     0.00%  [.] PgCurrentNumTempBuffersRef                    -      -            
     0.00%  [.] PgCurrentPostAuthDelayRef                     -      -            
     0.00%  [.] PgCurrentSeqPageCostRef                       -      -            
     0.00%  [.] PgCurrentSynchronousCommitRef                 -      -            
     0.00%  [.] PgCurrentTcpKeepalivesIntervalRef             -      -            
     0.00%  [.] PgCurrentTempFileLimitRef                     -      -            
     0.00%  [.] PgCurrentTraceNotifyRef                       -      -            
     0.00%  [.] PgCurrentTraceSortRef                         -      -            
     0.00%  [.] PgCurrentWalConsistencyCheckingStringRef      -      -            
     0.00%  [.] PgCurrentWalReceiverTimeoutRef                -      -            
     0.00%  [.] PgCurrentXmlOptionRef                         -      -            
     0.00%  [.] PlanCacheRelCallback                          -      -            
     0.00%  [k] __folio_batch_add_and_move                    -      -            
     0.00%  [k] __folio_mod_stat                              -      -            
     0.00%  [k] __inet_lookup_established                     -      -            
     0.00%  [k] __netif_receive_skb_core.constprop.0          -      -            
     0.00%  [k] __netif_receive_skb_list_core                 -      -            
     0.00%  [k] __pm_relax                                    -      -            
     0.00%  [.] __poll                                        -      -            
     0.00%  [k] __pte_offset_map                              -      -            
     0.00%  [k] __wake_up                                     -      -            
     0.00%  [k] __x64_sys_poll                                -      -            
     0.00%  [k] __xfrm_policy_check2.constprop.0              -      -            
     0.00%  [.] __xtc_trace_causal                            -      -            
     0.00%  [.] _bt_lockbuf                                   -      -            
     0.00%  [.] _bt_relbuf                                    -      -            
     0.00%  [k] _find_first_bit                               -      -            
     0.00%  [k] anon_vma_interval_tree_insert                 -      -            
     0.00%  [k] apparmor_file_alloc_security                  -      -            
     0.00%  [k] apparmor_socket_recvmsg                       -      -            
     0.00%  [k] blk_stat_timer_fn                             -      -            
     0.00%  [k] bpf_lsm_file_mprotect                         -      -            
     0.00%  [k] can_vma_merge_after.constprop.0               -      -            
     0.00%  [.] charhashfast                                  -      -            
     0.00%  [.] compare_scalars                               -      -            
     0.00%  [k] count_memcg_events.constprop.0                -      -            
     0.00%  [k] cubictcp_cong_avoid                           -      -            
     0.00%  [k] dequeue_func                                  -      -            
     0.00%  [k] do_nanosleep                                  -      -            
     0.00%  [.] dopr.constprop.0                              -      -            
     0.00%  [k] down_write                                    -      -            
     0.00%  [k] ena_com_rx_pkt                                -      -            
     0.00%  [k] ena_unmask_interrupt                          -      -            
     0.00%  [.] epoll_wait@plt                                -      -            
     0.00%  [k] fib_table_lookup                              -      -            
     0.00%  [k] folio_add_new_anon_rmap                       -      -            
     0.00%  [k] fq_codel_enqueue                              -      -            
     0.00%  [.] free@plt                                      -      -            
     0.00%  [.] free@plt                                      -      -            
     0.00%  [k] free_unref_page                               -      -            
     0.00%  [.] get_relation_info                             -      -            
     0.00%  [k] get_timespec64                                -      -            
     0.00%  [.] grouping_planner                              -      -            
     0.00%  [.] heap_copytuple                                -      -            
     0.00%  [k] hrtimer_cancel                                -      -            
     0.00%  [k] inet_gro_receive                              -      -            
     0.00%  [k] init_file                                     -      -            
     0.00%  [k] io_cqe_cache_refill                           -      -            
     0.00%  [k] io_req_task_complete                          -      -            
     0.00%  [.] io_uring_submit@plt                           -      -            
     0.00%  [k] ip_list_rcv                                   -      -            
     0.00%  [k] ip_local_deliver                              -      -            
     0.00%  [k] ip_sublist_rcv                                -      -            
     0.00%  [k] jiffies_to_usecs                              -      -            
     0.00%  [k] kfree                                         -      -            
     0.00%  [k] kfree_skbmem                                  -      -            
     0.00%  [k] khugepaged_enter_vma                          -      -            
     0.00%  [k] kmem_cache_free                               -      -            
     0.00%  [k] link_path_walk.part.0.constprop.0             -      -            
     0.00%  [.] list_free                                     -      -            
     0.00%  [.] list_free_deep                                -      -            
     0.00%  [k] lock_timer_base                               -      -            
     0.00%  [k] lock_vma_under_rcu                            -      -            
     0.00%  [k] mas_preallocate                               -      -            
     0.00%  [k] mas_store_prealloc                            -      -            
     0.00%  [k] mem_cgroup_uncharge_skmem                     -      -            
     0.00%  [.] memcpy@plt                                    -      -            
     0.00%  [k] mod_objcg_state                               -      -            
     0.00%  [k] mt_find                                       -      -            
     0.00%  [k] napi_alloc_skb                                -      -            
     0.00%  [k] napi_complete_done                            -      -            
     0.00%  [k] p4d_offset                                    -      -            
     0.00%  [k] page_frag_free                                -      -            
     0.00%  [k] perf_event_mmap                               -      -            
     0.00%  [.] pg_ultoa_n                                    -      -            
     0.00%  [.] pgstat_progress_update_param                  -      -            
     0.00%  [.] pgstat_relation_flush_cb                      -      -            
     0.00%  [.] pq_recvbuf                                    -      -            
     0.00%  [k] prepare_to_wait_exclusive                     -      -            
     0.00%  [.] recv@plt                                      -      -            
     0.00%  [.] reservoir_get_next_S                          -      -            
     0.00%  [k] run_timer_softirq                             -      -            
     0.00%  [k] security_file_mprotect                        -      -            
     0.00%  [k] security_sock_rcv_skb                         -      -            
     0.00%  [k] select_estimate_accuracy                      -      -            
     0.00%  [.] send@plt                                      -      -            
     0.00%  [k] sk_page_frag_refill                           -      -            
     0.00%  [k] sock_put                                      -      -            
     0.00%  [.] strncmp@plt                                   -      -            
     0.00%  [k] tcp_delack_max                                -      -            
     0.00%  [k] tcp_event_data_recv                           -      -            
     0.00%  [k] tcp_rate_skb_delivered                        -      -            
     0.00%  [k] tcp_rate_skb_sent                             -      -            
     0.00%  [k] tcp_update_pacing_rate                        -      -            
     0.00%  [k] timer_expire_remote                           -      -            
     0.00%  [.] tts_buffer_heap_copy_heap_tuple               -      -            
     0.00%  [.] tts_virtual_release                           -      -            
     0.00%  [k] up_write                                      -      -            
     0.00%  [k] update_group_capacity                         -      -            
     0.00%  [.] vacuum_delay_point                            -      -            
     0.00%  [k] vma_modify                                    -      -            
     0.00%  [k] vma_prepare                                   -      -            
     0.00%  [.] xtc_exec_run                                  -      -            
     0.00%  [.] xtc_io_reg_fd@plt                             -      -            
     0.00%  [.] xtc_task_waker@plt                            -      -            
     0.00%  [.] 0x00000000000030cf                            -      -            
     0.00%  [.] 0x00000000000030d8                            -      -            
     0.00%  [.] 0x00000000000030da                            -      -            
     0.00%  [.] 0x00000000000030dd                            -      -            
     0.00%  [.] 0x000000000000310f                            -      -            
     0.00%  [.] 0x000000000000313f                            -      -            
     0.00%  [.] 0x0000000000003153                            -      -            
     0.00%  [.] 0x00000000000031a0                            -      -            
     0.00%  [.] 0x00000000000031af                            -      -            
     0.00%  [.] 0x0000000000003258                            -      -            
     0.00%  [.] 0x0000000000003330                            -      -            
     0.00%  [.] 0x0000000000003374                            -      -            
     0.00%  [.] 0x00000000000033d0                            -      -            
     0.00%  [.] 0x0000000000003414                            -      -            
     0.00%  [.] 0x000000000000341f                            -      -            
     0.00%  [.] 0x000000000000342f                            -      -            
     0.00%  [.] 0x000000000003f9e0                            -      -            
     0.00%  [.] 0x000000000003f9ee                            -      -            
     0.00%  [.] 0x0000000000049457                            -      -            
     0.00%  [.] 0x000000000008f35a                            -      -            
     0.00%  [.] 0x000000000008f373                            -      -            
     0.00%  [.] 0x000000000008f37a                            -      -            
     0.00%  [.] 0x000000000008f383                            -      -            
     0.00%  [.] 0x000000000008f38f                            -      -            
     0.00%  [.] 0x000000000008f396                            -      -            
     0.00%  [.] 0x000000000008f3c4                            -      -            
     0.00%  [.] 0x000000000009747e                            -      -            
     0.00%  [.] 0x00000000000974c0                            -      -            
     0.00%  [.] 0x000000000009eaf0                            -      -            
     0.00%  [.] 0x000000000009eaf8                            -      -            
     0.00%  [.] 0x000000000009eb12                            -      -            
     0.00%  [.] 0x000000000009eb3d                            -      -            
     0.00%  [.] 0x000000000009eb57                            -      -            
     0.00%  [.] 0x000000000009eb5d                            -      -            
     0.00%  [.] 0x000000000009eb61                            -      -            
     0.00%  [.] 0x000000000009ec3c                            -      -            
     0.00%  [.] 0x000000000009ec7f                            -      -            
     0.00%  [.] 0x000000000009ec88                            -      -            
     0.00%  [.] 0x000000000009ecb7                            -      -            
     0.00%  [.] 0x000000000009ed80                            -      -            
     0.00%  [.] 0x000000000009ed82                            -      -            
     0.00%  [.] 0x000000000009edd0                            -      -            
     0.00%  [.] 0x000000000009edd5                            -      -            
     0.00%  [.] 0x000000000009edde                            -      -            
     0.00%  [.] 0x000000000009ede2                            -      -            
     0.00%  [.] 0x000000000009ede9                            -      -            
     0.00%  [.] 0x000000000009edf7                            -      -            
     0.00%  [.] 0x000000000009ee03                            -      -            
     0.00%  [.] 0x000000000009ee12                            -      -            
     0.00%  [.] 0x000000000009ee72                            -      -            
     0.00%  [.] 0x000000000009fd26                            -      -            
     0.00%  [.] 0x000000000009fd42                            -      -            
     0.00%  [.] 0x000000000009ff0f                            -      -            
     0.00%  [.] 0x000000000009ff50                            -      -            
     0.00%  [.] 0x000000000009ff55                            -      -            
     0.00%  [.] 0x000000000009ff64                            -      -            
     0.00%  [.] 0x000000000009ff6c                            -      -            
     0.00%  [.] 0x000000000009ff94                            -      -            
     0.00%  [.] 0x00000000000a0092                            -      -            
     0.00%  [.] 0x00000000000a01bc                            -      -            
     0.00%  [.] 0x00000000000a01c2                            -      -            
     0.00%  [.] 0x00000000000a01db                            -      -            
     0.00%  [.] 0x00000000000a0213                            -      -            
     0.00%  [.] 0x00000000000a0230                            -      -            
     0.00%  [.] 0x00000000000a0233                            -      -            
     0.00%  [.] 0x00000000000a0238                            -      -            
     0.00%  [.] 0x00000000000a0242                            -      -            
     0.00%  [.] 0x00000000000a0248                            -      -            
     0.00%  [.] 0x00000000000a0255                            -      -            
     0.00%  [.] 0x00000000000a028b                            -      -            
     0.00%  [.] 0x00000000000a030c                            -      -            
     0.00%  [.] 0x00000000000a0327                            -      -            
     0.00%  [.] 0x00000000000a0353                            -      -            
     0.00%  [.] 0x00000000000a039a                            -      -            
     0.00%  [.] 0x00000000000a03a0                            -      -            
     0.00%  [.] 0x00000000000a03aa                            -      -            
     0.00%  [.] 0x00000000000a03be                            -      -            
     0.00%  [.] 0x00000000000a03d0                            -      -            
     0.00%  [.] 0x00000000000a03d2                            -      -            
     0.00%  [.] 0x00000000000a03dc                            -      -            
     0.00%  [.] 0x00000000000a0ffd                            -      -            
     0.00%  [.] 0x00000000000a1140                            -      -            
     0.00%  [.] 0x00000000000a1154                            -      -            
     0.00%  [.] 0x00000000000a11c0                            -      -            
